Key,model,generated
slab_alabaster_persian_beige_94d81420-852f-46a7-8fd8-8c41de166c26,legacy,
slab_alabaster_persian_blue_19b0537f-55b3-4546-994e-6b3e0480a4a6,legacy,
slab_alabaster_persian_brown_a0acc6f0-d8b0-417f-9c54-ad17f075b3f6,legacy,
slab_alabaster_persian_green_72abcdbf-8ecb-4047-9c26-44e742a40e9a,legacy,
slab_alabaster_persian_grey_5162e5be-86a9-40b3-9a44-138d27795ef5,legacy,
slab_alabaster_persian_white_18c4f4d4-375c-48e6-b91b-f19daaf42db5,legacy,
slab_alabaster_persian_yellow_b9e4bc41-ee26-4b4d-b950-6a46c55eb5de,legacy,
slab_alabaster_princess_carlotta_green_0f0135bc-7b17-43de-9f64-14f11fe6fb61,legacy,
slab_alabaster_purple_89f15a5c-8949-4df2-b4bc-9045b793da6c,legacy,
slab_alabaster_red_raspberry_8976d9e8-3014-4b09-9917-1a85d210bbd8,legacy,
slab_alabaster_silk_d069a75e-200a-4363-83e7-be128eb82ea9,legacy,
slab_alabaster_silvercloud_25beb224-4258-457d-b2ca-21c2315e17f9,legacy,
slab_alabaster_sotenal_91ae2e58-3485-485c-a3d9-6e835cd4f60f,legacy,
slab_alabaster_spotted_comb_1631a01c-3691-4b0c-a94e-cc750208aedb,legacy,
slab_alabaster_tigereye_6d6f5023-e934-433c-a06a-76d739b23785,legacy,
slab_alabaster_translucent_orange_6b7cce3a-4461-4f8d-baa6-1ca21df4e066,legacy,
slab_amethyst_amethyst_8b031bcc-3d1d-4872-85c4-b7e5fe4fb44a,legacy,
slab_andesite_grey_andesite_76d6e6b2-a04a-4215-8f44-19234bbef847,legacy,
slab_andesite_black_andesite_35250a35-db65-48ef-9ff7-f3c3ea5c17c1,legacy,
slab_andesite_indonesian_andesite_bdbf03bf-532d-4343-8867-a193f852210a,legacy,
slab_andesite_bali_andesite_c4d49cea-0e41-4dbf-a3ad-15dc9292eb99,legacy,
slab_andesite_aliaga_red_c2a97e9b-f1fe-4f3a-bb7b-a4f6727ec0cf,legacy,
slab_andesite_angora_9ff4ae06-36e8-4315-a291-766f62a97955,legacy,
slab_andesite_ankara_1d4b68fa-e697-4334-9fe1-c0758d066a35,legacy,
slab_andesite_artik_5a427adf-9749-411a-84be-b50cc8875cfa,legacy,
slab_andesite_azarshahr_grey_398414ba-c593-436e-a072-2f435dcb421a,legacy,
slab_andesite_batu_515b5cd0-9c30-44ed-bcc7-fa0b565ae34e,legacy,
slab_andesite_black_sea_3c7fd7ca-3fc8-4ad4-bce9-63302bc33ae4,legacy,
slab_andesite_carbon_grey_5862b880-ba37-4ad1-8ab3-3fc825529021,legacy,
slab_andesite_china_black_fe9a7c9f-e1fc-4d76-b472-26110f4a71c9,legacy,
slab_andesite_ds_gold_902cf74d-42f5-43ef-b114-a3d2e1f9f803,legacy,
slab_andesite_ds_sina_d167e161-acc9-4755-911e-6343af82bf4a,legacy,
slab_andesite_fujian_8c427c09-3d0b-4572-8491-d33299022561,legacy,
slab_andesite_georgia_brown_a1d885ef-ccb4-4f12-ad9f-1208bd7a6818,legacy,
slab_andesite_golbasi_d4dd12a5-dc46-477a-89a0-a674990b5d93,legacy,
slab_andesite_horgita_561245af-3e2b-4491-be21-c7ad8af87fb9,legacy,
slab_andesite_indonesia_black_edd4ab2d-8a4a-4139-b796-a819da389fe2,legacy,
slab_andesite_indonesia_grey_afa58995-c5f1-4b66-aa81-75537e453e89,legacy,
slab_andesite_indonesia_red_e096bb88-9e20-45d6-9bba-3b2e4eb484a9,legacy,
slab_andesite_iran_pink_74674969-09c7-47cf-85bb-6809e3666119,legacy,
slab_andesite_kayseri_grey_ef02acf6-b8c5-4fa8-8e86-183308346815,legacy,
slab_andesite_leith_b3bd7af8-8f5d-42e5-9438-3e7e4e122cb9,legacy,
slab_andesite_lydia_ash_41033e5b-3ebb-4104-b2f5-dad9fbc57ce9,legacy,
slab_andesite_majdan_visoka_bb971cf9-9d01-4040-83c8-d18b46d4696f,legacy,
slab_andesite_marron_las_monjas_7368eab2-1382-4c6c-9339-81ff6d31f356,legacy,
slab_andesite_nghe_an_volcanic_fbcd8e24-4fcd-4331-857d-766e0e8a3d79,legacy,
slab_andesite_pietroasa_eb8968dc-75e3-4f8a-8c78-b27c1765b6bb,legacy,
slab_andesite_recinto_black_3f0a5d7f-467c-44c5-b747-51735a116a0c,legacy,
slab_andesite_romania_grey_71200921-40dc-46d1-b6f3-545f94744c1d,legacy,
slab_andesite_sahara_purple_e9670a8f-09f7-4ca7-8e8d-45500a7aec5e,legacy,
slab_andesite_sahara_rose_02685663-4a7c-4406-ad87-742c86696749,legacy,
slab_andesite_shirakawa_e67e73db-ba90-485f-9326-23472386e97f,legacy,
slab_andesite_slovakia_grey_23a3999f-7c2f-48d3-8fcc-34fa1b392d66,legacy,
slab_andesite_slovakia_red_8f54f8ba-d8c2-4f0e-a184-9582b300948f,legacy,
slab_andesite_taupe_7b3c4f86-08b9-4bb6-80fd-ef4a8772a05d,legacy,
slab_andesite_tezontle_rojo_ad2ab7a3-ce50-4b2e-81d7-9bd1f326ef2c,legacy,
slab_andesite_usak_gray_c67439a4-4456-4d8c-b4f7-9f8e2271403a,legacy,
slab_andesite_usak_yellow_737e1f0a-6c00-48dd-8793-a46a29139a31,legacy,
slab_basalt_black_basalt_f5392d6b-32e7-46f1-890f-8308959c4270,legacy,
slab_basalt_grey_basalt_e86769a2-5069-43d5-a197-aaa3c9f56949,legacy,
slab_basalt_hainan_basalt_76c6b070-3506-481c-89b6-b164c1aab424,legacy,
slab_basalt_zhangpu_basalt_6f8b0862-3784-4032-8191-fc5e39222a8f,legacy,
slab_basalt_lava_stone_pietra_lavica_0717b671-5a7e-4876-acc6-24f14698df6b,legacy,
slab_basalt_blue_stone_basalt_321641af-5bb8-4c8d-bda6-168af0eb3564,legacy,
slab_basalt_mongolian_black_basalt_79911b7e-44c7-4c81-a69f-771bcf4b805f,legacy,
slab_basalt_wollongong_basalt_fe68b31d-e991-4406-b532-b51ab94ef54a,legacy,
slab_basalt_vietnamese_basalt_ffc02832-53ee-4508-8a23-14e0e5447cf4,legacy,
slab_basalt_basaltina_1b2789f7-8d68-4298-8f26-9a58e4c6e5d2,legacy,
slab_basalt_columbia_black_basalt_7fcb7d1f-6639-46e6-9a74-4a45435a2f3e,legacy,
slab_basalt_ak_4f5dca7f-4baf-4d9f-8675-0d6f945432d6,legacy,
slab_basalt_aliaga_2050c842-c52a-48a3-bb18-75fc9216e81c,legacy,
slab_basalt_amreli_grey_5cdc72a8-6593-43cd-b04c-23c405f6e034,legacy,
slab_basalt_armenia_black_f1846183-8d1f-42c2-81be-fede847f81dd,legacy,
slab_basalt_armenia_grey_f1e802f5-14d9-4149-b53a-c0600ed5af0a,legacy,
slab_basalt_atlantic_lava_ce217610-0bf8-40cd-a610-0ce027e38d84,legacy,
slab_basalt_auckland_95bd672a-8a21-4236-bae0-7914007a4044,legacy,
slab_basalt_austral_black_96403445-a6c2-42e9-acd2-65ec698264b9,legacy,
slab_basalt_baltic_grey_17aebce6-a264-41f7-8a19-4e33189dc3c1,legacy,
slab_basalt_basaltina_parvana_3b26beab-4911-462f-b5f0-d0d0c8ae72c4,legacy,
slab_basalt_basaltina_siciliano_cd82ed96-65cd-4289-b036-f32f6924e8a4,legacy,
slab_basalt_basaltite_lava_cc0f74a8-ba10-4cd2-be7b-56505dad4af1,legacy,
slab_basalt_basalto_815d7bd0-4e93-48ca-9791-54957b58c6e6,legacy,
slab_basalt_basalto_bauladu_4331884a-7327-4e5b-849c-2856e678246d,legacy,
slab_basalt_basalto_de_piedra_0cdd74c7-cc36-4a34-8ef4-815539ea4dd4,legacy,
slab_basalt_basalto_di_etna_cdca1e6f-0f1d-444d-8bfe-36b9af759f8c,legacy,
slab_basalt_basalto_di_orvieto_5c1951a8-cc01-4d7e-a297-e7b1665295bd,legacy,
slab_basalt_basalto_di_suni_7f885daa-7683-47e2-b399-6a0c5b04f197,legacy,
slab_basalt_basalto_dos_acores_67f12587-289e-4c97-9964-5f3190016cb3,legacy,
slab_basalt_basalto_gerona_b0703d63-f235-4228-92e1-67c1a6337728,legacy,
slab_basalt_basalto_levigado_08fc84fe-dc08-4147-a6cf-29563fc268e8,legacy,
slab_basalt_batu_candi_lava_a831ec80-ea7c-40f8-9b20-e9c0bd91728b,legacy,
slab_basalt_bee_nest_be74a24c-9842-4e5f-a3b2-747d1cf3dfca,legacy,
slab_basalt_berry_black_20b2771c-530f-42a7-bca6-7485c19bad2f,legacy,
slab_basalt_black_classic_cba6e09e-cad3-475a-968a-4ed64a241bb5,legacy,
slab_basalt_black_titan_2cffe411-8cb8-4149-a4cc-d7d54ab6d082,legacy,
slab_basalt_borgia_fumo_bbdfda3d-b7ad-4fe5-8fbe-7f1fe87dbcfa,legacy,
slab_basalt_borneo_black_dcde7ca4-de35-41f6-9074-d70e3e461514,legacy,
slab_basalt_bronies_4368a82d-6fd9-4af8-babe-33b5e24e21a1,legacy,
slab_basalt_bruno_f23ed057-5e6d-40d9-8911-73cb59a6b853,legacy,
slab_basalt_china_black_40b5c585-bef5-440f-9d33-6e211f46cb50,legacy,
slab_basalt_china_grey_ff3bc4f3-720c-4559-8308-6880d0f273d8,legacy,
slab_basalt_china_lava_4d65db6a-caa2-4041-978a-c0d33c6d5f81,legacy,
slab_basalt_curi_lava_72f8524e-3f9d-4726-930a-a3678fbb9e78,legacy,
slab_basalt_dak_nong_ad5c790d-7a3e-45f9-8c3c-70d195146bf5,legacy,
slab_basalt_deep_grey_da047722-bcb5-486f-8d79-4c82d0f2ee8d,legacy,
slab_basalt_derby_black_157d7f4f-ec4d-476e-bea4-58d659db3afa,legacy,
slab_basalt_develi_c0db433b-5a5f-410b-be16-9f03c609749a,legacy,
slab_basalt_develi_wood_89e0e34c-50ed-4562-9a1a-e6f87964914a,legacy,
slab_basalt_diabase_38541013-8ee9-4886-a138-7a9c5eb38e69,legacy,
slab_basalt_ds_1c0ed821-2be7-4aca-91b3-13e979c5e679,legacy,
slab_basalt_ds_lava_216ee609-a0f4-41b8-a44d-5f0fad30cf6f,legacy,
slab_basalt_duvhult_8b9c67e1-09c4-417d-b568-6365afb684c0,legacy,
slab_basalt_ergani_b5c9973c-8a2c-4a0a-b696-81358bccba08,legacy,
slab_basalt_gemlik_diabase_e1de7dda-2e1c-4f4d-ba9f-a7f227da6c0e,legacy,
slab_basalt_georgia_black_05d27cd2-19e1-4a87-9fd1-75337fbae1e1,legacy,
slab_basalt_golbasi_f07bcf96-e0b5-416e-a282-6c3977294f25,legacy,
slab_basalt_grey_marin_8a94aa01-bc19-4c2c-818d-6bfe1f1d2329,legacy,
slab_basalt_gri_petrol_2fbc4ebd-feb9-45e3-a962-0bf970291456,legacy,
slab_basalt_guizhou_black_d0161864-b4c0-4952-a60d-0cd1a94e809b,legacy,
slab_basalt_gylsboda_72595be3-3680-4b14-b4fd-67abe945b649,legacy,
slab_basalt_hafnarfjordur_93aa4f0d-9291-483e-a728-d43ff927a1b6,legacy,
slab_basalt_hainan_black_7dd0f5fd-b4b4-449b-9527-2f067e9e57af,legacy,
slab_basalt_hainan_grey_d9c91cc1-a02d-430a-ba72-fd2edeebeb34,legacy,
slab_basalt_heilongjiang_black_6e365edc-87be-403a-9522-e1e006e6763e,legacy,
slab_basalt_hreppholar_54cbaf0e-8870-4cf5-a047-fe1fd01fc4df,legacy,
slab_basalt_indonesia_grey_e4c2620e-677c-4b90-83ee-efa555b5c245,legacy,
slab_basalt_ivano_dolynske_72969ca2-d1ed-492e-a71b-ec6b37031969,legacy,
slab_basalt_jinshan_black_6b104227-06c8-4780-b469-4423a4221d10,legacy,
slab_basalt_jordan_black_5e1dde22-30fc-4d0a-b4a7-3306dac6e214,legacy,
slab_basalt_karlshult_c56b5b23-6182-4fa8-ac76-0f4e30fa7af1,legacy,
slab_basalt_kayseri_54f4c8bb-c8f6-40db-ab3b-c35fe06d1240,legacy,
slab_basalt_khanh_vinh_f2e2aa2d-70bd-4c7f-bb95-34f8f7d1bd05,legacy,
slab_basalt_khust_368321b1-af84-4dba-a82a-57c7223c3c6a,legacy,
slab_basalt_kiama_2e5efcf9-8592-4f66-896b-0c297b39e414,legacy,
slab_basalt_kimberley_a01982f4-1fda-44e3-b1a2-5411a2c6cd99,legacy,
slab_basalt_kimberley_black_c08dc4e2-4114-4b1e-8f97-884743d413e9,legacy,
slab_basalt_kokonga_fe85b8f1-5319-4da6-874c-837a3d9f8cb6,legacy,
slab_basalt_kostopolsky_24c218b4-a97d-41d4-b563-4ff2d3d20ee3,legacy,
slab_basalt_laguna_32abd5e3-18cf-4b18-8175-e2cf9cee7aa6,legacy,
slab_basalt_lave_basaltique_bouzentes_28bc40f0-f7dd-426e-8223-5425625f3436,legacy,
slab_basalt_lead_f47b40a4-1eb9-4eae-a09a-6e994aebaab5,legacy,
slab_basalt_leon_8d2a3a1b-ea5e-488e-b8a9-3c56818d2431,legacy,
slab_basalt_londorf_0aae0276-4d9b-4f40-b6a0-31dd36d75858,legacy,
slab_basalt_manaseer_grey_8b51a8d7-68f7-40e4-8104-0f0ac28cc1d4,legacy,
slab_basalt_mayener_basaltlava_75f83f82-1873-4c0a-b9ba-7492d8202b01,legacy,
slab_basalt_mendiger_1f463c9a-3be2-4a48-9e92-91f91bfa5065,legacy,
slab_basalt_menggu_black_fd6e7152-d369-454e-ad7f-04db38dfec59,legacy,
slab_basalt_mesopotamia_1c91fef4-daf0-4ad1-a4b7-7a344f380b6c,legacy,
slab_basalt_mucarta_621a4381-7b4e-414f-ad0a-74ba9dfb3676,legacy,
slab_basalt_negro_oriental_533a9d84-df60-402c-bdea-2fe03f23e708,legacy,
slab_basalt_nero_assoluto_710e21fa-6f36-4321-abb0-aed551373ed6,legacy,
slab_basalt_nero_dracula_af7b7bec-0826-4c73-ae84-db11def81546,legacy,
slab_basalt_nero_infinito_c2c2069e-948e-4789-9c98-b7d4c0a11b76,legacy,
slab_basalt_nero_kempo_8781a1f7-9dbc-49bb-8827-dac26c736384,legacy,
slab_basalt_nero_vita_838396dd-0770-42aa-8f97-9e410299b3ae,legacy,
slab_basalt_nevsehir_diabase_6c722f27-01bd-4d66-8ad2-4c6bc5ed8a6c,legacy,
slab_basalt_new_belfast_8fc6e056-1fcc-4948-8e12-a61e190e9a6b,legacy,
slab_basalt_oahu_black_32c99304-1075-4431-9114-0ac0c517172d,legacy,
slab_basalt_olivine_1bd2bc4d-4a91-49de-bfe6-e405f9f2817e,legacy,
slab_basalt_osmaniye_black_lava_bc8a3b85-b457-4a83-9ab5-84b7cf74cc96,legacy,
slab_basalt_perla_verde_2c93b030-4fa3-48a4-8717-db88b90c94d6,legacy,
slab_basalt_persian_black_e239f483-5745-4efb-8e4c-ea2060c2db6e,legacy,
slab_basalt_persian_grey_95f02bab-fc5f-450d-b1d6-0d544970dda7,legacy,
slab_basalt_piedra_basaltica_molinera_b35a4628-0152-4543-ad4c-bbd6b6eed204,legacy,
slab_basalt_pietra_basaltina_85505a16-2f05-4336-ada1-6df6a1a41fa4,legacy,
slab_basalt_pietra_lavica_5c37a08b-c296-4d2c-9159-30d89016f4e5,legacy,
slab_basalt_pleiku_ce2f5ee1-1a07-4a92-acab-39bf0f69ba1a,legacy,
slab_basalt_pompeii_293cdf01-f8b0-4a3b-ba2f-96aaed449a18,legacy,
slab_basalt_puka_lava_74458e21-8a31-4b47-94a3-36565d4bef74,legacy,
slab_basalt_rajasthan_black_fa7f7bac-ac34-4855-838a-ec1f03e17fb1,legacy,
slab_basalt_ratka_chrastie_7c388f68-902b-447b-b563-214e3c5a056a,legacy,
slab_basalt_recinto_negro_a065ebf5-d68f-4544-90b9-e2c63f158f21,legacy,
slab_basalt_red_volcanic_89556138-a2fd-41f6-ba7c-261f6e4b824e,legacy,
slab_basalt_saddle_hill_4d458f03-1e78-4fe5-afeb-a25dd25f1b20,legacy,
slab_basalt_savol_pavlov_vrch_4dc197cc-0282-4b6a-b3b8-f324d47dbd9c,legacy,
slab_basalt_seis_lounge_15a95556-f258-4d0f-a812-1b508a97f33c,legacy,
slab_basalt_shirakawa_dark_eaeec340-c882-42bd-9bb4-0649c10225f3,legacy,
slab_basalt_smoky_grey_01c8bd17-c34e-48d6-af95-124d1d2d9133,legacy,
slab_basalt_snow_ea702588-4bac-4b76-b84b-8253d09bb9fd,legacy,
slab_basalt_spot_e41228ee-b3ca-486d-8413-856643da5f03,legacy,
slab_basalt_syrian_basaltic_32c486a1-9151-4f74-851d-5a3fb003f202,legacy,
slab_basalt_thaostone_5bc6d81c-0974-48d8-91ec-3e604701a7ad,legacy,
slab_basalt_tiberias_a1b06102-72e9-4531-8048-30d99dd45864,legacy,
slab_basalt_timaru_c05a121e-ef2c-47a9-bfd6-85e9888485a1,legacy,
slab_basalt_tri_kamene_f84f84d5-3150-49ca-82f1-8dcffdac1ec7,legacy,
slab_basalt_velke_dravce_4e3fdf40-10c2-4641-8958-b97a140cf122,legacy,
slab_basalt_vietnam_black_0d55410f-49a1-4d50-ad8a-3561c864d0f9,legacy,
slab_basalt_vietnam_grey_f5328dc9-4291-4e13-ab34-dd65cda345bb,legacy,
slab_basalt_volvic_ef0dc7aa-6366-4ed2-b76c-d473c2686816,legacy,
slab_basalt_windsor_black_029554f6-4816-4fd6-aece-85e15a122866,legacy,
slab_basalt_yunnan_lava_e0d6c78b-df89-4878-8c8d-d263e9ee4fa5,legacy,
slab_basalt_yunnan_red_acf5bfbe-7b7d-43f6-8914-95ac8d5ee548,legacy,
slab_basalt_zhangpu_black_175a04e1-b8c5-42c3-a489-707d7b2a7552,legacy,
slab_bluestone_bookleaf_73b8f9e1-6ad2-4664-b0b3-d73b21da7034,legacy,
slab_bluestone_cam_thuy_790865f0-2d42-4636-a207-d7500b6805cb,legacy,
slab_bluestone_elk_brook_bc1ce99d-bc9a-41e6-88b9-a8ffd9edc596,legacy,
slab_bluestone_florentine_6bd42796-5514-4ed2-989d-41885b0cf1dc,legacy,
slab_bluestone_hainan_69a0d7fa-19b0-4ab8-991d-7295d3ebe8be,legacy,
slab_bluestone_halquist_f8e140fe-82ec-4e1e-a199-d5864d00bcac,legacy,
slab_bluestone_harkaway_ee15fbd6-dbad-423d-818a-eb6b767c47d1,legacy,
slab_bluestone_quy_hop_2b7c4a10-2c3b-4fb6-a7aa-72053650fdfe,legacy,
slab_bluestone_victorian_4e02819d-21bf-415d-9d52-08d62fff4123,legacy,
slab_bluestone_wistow_4936d7db-6da0-4f5b-86dd-0744f9a06e9f,legacy,
slab_bluestone_pennsylvania_bluestone_61fb33e9-0a42-420f-bf10-aadf215ddb93,legacy,
slab_bluestone_australian_bluestone_c0cedc63-6a14-4764-8359-65f050d61089,legacy,
slab_bluestone_bluestone_thermal_db60368b-8d8a-4020-bb82-a8f82551efad,legacy,
slab_bluestone_connecticut_bluestone_a3f5aaf5-baae-4218-aadd-a40ef97b75da,legacy,
slab_cantera_adoquin_naranja_1f23c821-0214-47e6-9a27-523420e571d2,legacy,
slab_cantera_america_negra_25854f9e-50b5-493c-a0e0-c6bd8ed0f138,legacy,
slab_cantera_blanca_mexicana_a27631e5-415c-4994-b364-cc54521aaa0e,legacy,
slab_cantera_blanco_experiencia_a9deb3a7-7207-48f8-bfa1-7ca234b23232,legacy,
slab_cantera_blanco_huichapan_bf1697ed-0ad7-467f-acd0-c24c603870e5,legacy,
slab_cantera_blanco_jalisco_f2c6265e-ea56-4bc0-97dc-491d6af268fb,legacy,
slab_cantera_blanco_limon_1699a66e-a4a6-4e99-86ae-34ae27e041f5,legacy,
slab_cantera_blanco_pachuca_4b0d53d9-ebe2-4bb7-b7f8-9851c283e34c,legacy,
slab_cantera_blanco_tinajero_caa6b860-eae2-4522-a963-89ed39f7c100,legacy,
slab_cantera_bronce_2973d7ef-8a9f-4075-9ba6-0fdfb0304445,legacy,
slab_cantera_cafe_alhambra_942bce18-4f49-400b-86db-0c2a02dd63d9,legacy,
slab_cantera_cafe_america_27a4a614-992b-4b10-85c1-1a8c06fa9de3,legacy,
slab_cantera_cafe_degollado_172b4eb3-99cc-47fa-81e1-e075619bbd91,legacy,
slab_cantera_cafe_galindo_3295616f-5d51-4099-a131-9374a70fab37,legacy,
slab_cantera_chiluca_b6858258-2279-40c0-8c82-a1f71f980b40,legacy,
slab_cantera_corcho_2d744712-c1ea-46ba-9a32-1186ac20aa1d,legacy,
slab_cantera_corcho_dorado_41122251-0d13-41a9-bc94-40c010874c40,legacy,
slab_cantera_crema_e47b13d1-c138-49fd-b786-053dd9e62ddb,legacy,
slab_cantera_diamante_rosa_b8c7cea3-53fb-4eef-a245-e60645b84a89,legacy,
slab_cantera_dorada_aa527e98-0ebd-4d83-91ef-692f7362f137,legacy,
slab_cantera_fossil_c94ba8cc-a6de-4883-a97e-2e3fc578de05,legacy,
slab_cantera_gris_dothi_1fd865df-2bdd-4a6d-a620-7a68909bffbb,legacy,
slab_cantera_gris_escorial_f69f3d63-4361-4e58-958b-1d095329b6b9,legacy,
slab_cantera_gris_huichapan_ea06d4b3-e5e5-44e5-b5ea-c2aa78059773,legacy,
slab_cantera_gris_jalisco_9688e1bb-5ebd-4b96-beef-c3f00106675e,legacy,
slab_cantera_gris_michoacan_e409b9f9-ed94-4669-adf5-a9121af897fd,legacy,
slab_cantera_gris_moreno_7c30781b-125c-4da4-8684-316f3ad09a40,legacy,
slab_cantera_gris_puente_grande_a2812eba-4d90-4635-b54f-f3663ef02eda,legacy,
slab_cantera_gris_remedios_b4b14f5a-b193-4645-aaca-b9f972ef12f7,legacy,
slab_cantera_huixquilucan_rosa_6f27540f-dc04-4051-ab89-d92198befdfe,legacy,
slab_cantera_lavender_18ff1de3-33e5-43eb-bb5a-be87b7b51a18,legacy,
slab_cantera_lima_e0f8a403-6f31-4d01-b9a5-c8bb2ec1d612,legacy,
slab_cantera_luxor_4beb653d-f1b8-4cf7-bd99-a5d3d925588d,legacy,
slab_cantera_madera_29fe2be3-d0c9-46c4-90c8-9ebdc14cfc0c,legacy,
slab_cantera_mostaza_df51c5e1-4abb-4080-9e35-65278b20ab72,legacy,
slab_cantera_naranja_feaf917a-cf42-42ea-8e8a-5664032aedd4,legacy,
slab_cantera_negro_huichapan_339f4e95-ef7f-4b2c-83dc-ecd4bf51402d,legacy,
slab_cantera_negro_rojizo_c14f9d0f-fc5c-4761-935b-1421819b5594,legacy,
slab_cantera_nuez_14f460c6-65a6-4672-9850-ee1f79196e28,legacy,
slab_cantera_piedra_galarza_0476ec42-7cc8-482e-8c9f-b3c4212e748c,legacy,
slab_cantera_pinon_9cb73e30-e27c-4f56-a143-4d61a62ffcca,legacy,
slab_cantera_pinon_bronze_claro_c39e7964-591a-47eb-8e1f-3b6318232e95,legacy,
slab_cantera_pinon_bronze_oscuro_85f3ba94-96ff-4246-b4c0-fdf4447706a5,legacy,
slab_cantera_pinon_chocolate_f8050b85-40f1-4cf6-a0c3-63adf932d570,legacy,
slab_cantera_pinon_dorado_9c2196a6-1331-4403-8b07-7971bc31511d,legacy,
slab_cantera_pinon_rio_blanco_881cadcb-3fda-4d73-b458-49d90093a9fb,legacy,
slab_cantera_pinon_santa_lucia_8464109e-d46f-4c20-836b-cfd3e9a3cad3,legacy,
slab_cantera_riviera_beige_9e92cb3d-ede4-4afe-99db-dbcf453c3197,legacy,
slab_cantera_roja_0031eb8d-941b-451f-bb5d-1ce90ccecd1b,legacy,
slab_cantera_rojo_galindo_d6dab527-0fbf-42d7-a6a1-abade8a11b2b,legacy,
slab_cantera_rojo_paraiso_66d91acc-a0f6-4d9b-bcc2-d063c975312c,legacy,
slab_cantera_rojo_tagui_48dc3157-33f9-4418-9968-a07a71dcf078,legacy,
slab_cantera_rosa_durazno_2bef00e7-4a46-453a-b2d1-0069f39793a6,legacy,
slab_cantera_rosa_ermita_39344ec1-5688-4712-b058-df8a2cce51ec,legacy,
slab_cantera_rosa_jaspeada_913b3f6f-b906-4b6a-9f9b-274a79c5a6ca,legacy,
slab_cantera_rosa_mexicano_d33bd181-a8cd-4014-863c-a3b043d9e338,legacy,
slab_cantera_rosa_michoacan_0d3ecb82-b5d1-4f84-bc87-7f8bcf73a472,legacy,
slab_cantera_sal_y_pimienta_674b099c-9da5-4d42-8a64-6f973efadc44,legacy,
slab_cantera_statuario_vena_fine_be36a02b-5766-47e0-9d37-7ed6e36482c3,legacy,
slab_cantera_tobacco_brown_21db90df-8bfd-4e28-b59d-2faaa615e122,legacy,
slab_cantera_tobacco_orange_1b0b6de8-22e9-422e-add1-a0ef5d58ce4d,legacy,
slab_cantera_uva_d3c2ff95-9222-416c-afac-0c3e32a7356d,legacy,
slab_cantera_verde_12ef101d-b256-4b65-b2aa-c147bee21f69,legacy,
slab_cantera_verde_degollado_1487560b-f337-49d3-b5af-7c554d247bac,legacy,
slab_cantera_verde_guanajuato_3a2c49b5-e822-418d-af7f-26bb9e543df9,legacy,
slab_conglomerate_breccia_blue_930b5255-6625-41e2-9d3d-ec96c7c2a7da,legacy,
slab_conglomerate_green_breccia_a6e04989-44f2-4e6d-9fcf-f23edd38c2f6,legacy,
slab_coral_stone_western_ivory_27b5fdfa-3eba-4ccb-b173-3af2968cd08b,legacy,
slab_crystal_angelus_998e0c84-33cf-47e4-8378-6e808e3708f5,legacy,
